HostFName	HostGName	HostSpName	HostSSpName	HostAuthorName
Euphorbiaceae	Cleidion	sp.		
Scrophulariaceae	Verbascum	sp.		
Restionaceae	Restio	sp.		
Cyperaceae	Lepidosperma	sp.		
Compositae	Helichrysum	sp.		
Asteraceae	Artemisia	sp.		
Hydrophyllaceae	Phacelia	sp.		
Myrtaceae	Eucalyptus	sp.		
Asparagaceae	Yucca	sp.		
Myrtaceae	Corymbia	sp.		
Proteaceae	Banksia	sp.		
Poaceae	Paspalum	sp.		
Sapindaceae	Guioa	sp.		
Ephedraceae	Ephedra	sp.		
Fabaceae	Psoralea	sp.		
Fagaceae	Castanea	sp.		
Mesembryanthemaceae	Drosanthemum	sp.		
Euphorbiaceae	Beyeria	sp.		
Myrtaceae	Kunzea	sp.		
Malvaceae		sp.		
Fabaceae	Archidendropsis	sp.		
Myoporaceae	Eremophila	sp.		
Pinaceae	Pinus	sp.		
Malvaceae	Sida	sp.		L.
Rosaceae	Cercocarpus	sp.		
Poaceae	Triodia	sp.		
Lamiaceae	Mentha	sp.		
Fabaceae	Wiborgia	sp.		(E. Mey.) Dahlgren
Malvaceae	Abutilon	sp.		
Fabaceae	Wiborgia	sp.		
Myrtaceae	Cloezia	sp.		
Asteraceae	Eriocephalus	sp.		
Thymelaeaceae	Passerina	sp.		
Asteraceae	Tetradymia	sp.		
Poaceae	Avena	sp.		
Asteraceae	Ursinia	sp.		
Cupressaceae	Widdringtonia	sp.		
Loranthaceae	Amyema	sp.		
Asteraceae	Baccharis	sp.		
Capparaceae	Capparis	sp.		
Poaceae	Hyparrhenia	sp.		
Cyperaceae	Lepidosperma	sp.		Pigeon Rocks (H. Pringle 30237)
Casuarinaceae	Casuarina	sp.		
Rutaceae	Agathosma	sp.		
Rhamnaceae	Ceanothus	sp.		
Malvaceae	Hibiscus	sp.		
Rosaceae	Pyrus	sp.		
Proteaceae	Dryandra	sp.		
Mesembryanthemaceae	Delosperma	sp.		
Amaranthaceae	Salsola	sp.		
Restionaceae		sp.		
Myoporaceae	Myoporum	sp.		
Myrtaceae	Darwinia	sp.		
Verbenaceae	Lantana	sp.		
Myrtaceae	Calytrix	sp.		
Fabaceae	Phlomis	sp.		
Plantaginaceae	Digitalis	sp.		
Compositae	Cassinia	sp.		
Myrtaceae	Leptospermum	sp.		
Flacourtiaceae	Homalium	sp.		
Typhaceae	Typha	sp.		
Fabaceae	Cytisus	sp.		
Leguminosae	Bossiaea	sp.		
Myrtaceae	Pileanthus	sp.		
Fabaceae	Acacia	sp.		
Asteraceae	Metalasia	sp.		
Rosaceae	Holodiscus	sp.		
Passifloraceae	Passiflora	sp.		
Fabaceae	Melolobium	sp.		
Malvaceae	Sida	sp.		
Casuarinaceae	Gymnostoma	sp.		
Fabaceae	Cassia	sp.		
Pinaceae	Abies	sp.		
Solanaceae	Lycium	sp.		
Fabaceae	Stylosanthes	sp.		
Asteraceae	Berkheya	sp.		
Fagaceae	Quercus	sp.		
Fabaceae	Retama	sp.		
Santalaceae	Santalum	sp.		
Rutaceae	Microcybe	sp.		
Aizoaceae	cf. Lampranthus	sp.		
Melastomataceae	Melastoma	sp.		
Cupressaceae	Juniperus	sp.		
Fabaceae	Nephrodesmus	sp.		
Lamiaceae	Stachys	sp.		
Dennstaedtiaceae	Pteridium (bracken fern)	sp.		
Cyperaceae	Cladium	sp.		
Fabaceae	Calicotome	sp.		
Fabaceae	Mimosa	sp.		
Lauraceae	Cassytha	sp.		
Myrtaceae	Scholtzia	sp.		
Cistaceae	Cistus	sp.		
Aspleniaceae	Asplenium	sp.		
Chenopodiaceae	Maireana	sp.		
Boraginaceae	Echium	sp.		
Fabaceae	Prosopis	sp.		
Epacridaceae	Astroloma	sp.		
Lamiaceae	Phlomis	sp.		
Solanaceae	Anthocercis	sp.		
Lamiaceae	Teucrium	sp.		
Myrtaceae	Calothamnus	sp.		
Pandanaceae	Freycinetia	sp.		
Proteaceae	Grevillea	sp.		
Solanaceae	Solanum	sp.		
Onagraceae	Epilobium	sp.		
Fabaceae	Genista	sp.		
Pinaceae	Picea	sp.		
Asteraceae	Olearia	sp.		
Fabaceae	Astragalus	sp.		
Restionaceae	Meeboldina	sp.		
Myoporaceae	Myoporum or Eremophila	sp.		
Myrtaceae	Tristaniopsis	sp.		
Fabaceae	Tephrosia	sp.		
Myoporaceae	Eremophila	sp.		R.Br.
Polemoniaceae	Phlox?	sp.		
Lamiaceae	Stachytarpheta	sp.		
Papilionaceae	Mirbelia	sp.		
Aizoaceae	cf. Phyllobolus	sp.		
Malvaceae	Malva	sp.		
Salicaceae	Salix	sp.		
Viscaceae	Phoradendron	sp.		
Rosaceae	Fallugia	sp.		
Rhamnaceae	Spyridium	sp.		
Cupressaceae	Callitris	sp.		
Myrtaceae		sp. (Myrtaceae)		
Cyperaceae	Lepidosperma	sp. (ng & mal 4907)		
Fabaceae	Acacia	sp. 1		
Myrtaceae	Baeckea	sp. bencubbin-koorda		(M.E. Trudgen 5421)
Malvaceae	Sida	sp. Carnarvon		(P.S. Short 2492)
Papilionaceae	Mirbelia	sp. Carnarvon		(J.S. Beard 6008)
Euphorbiaceae	Phyllanthus	sp. Coastal North West		(J.Z. Weber 4919)
Cupressaceae	Callitris	sp. emerald creek		
Myrtaceae	Thryptomene	sp. Eneabba		(R.J. Cranfield 8433)
Malvaceae	Abutilon	sp. Hamelin		(A.M. Ashby 2196)
Myrtaceae	Thryptomene	sp. lancelin (m.e. trudgen 14000)		
Myrtaceae	Eucalyptus	sp. mallee saplings		
Lamiaceae	Microcorys	sp. mt gibson		(S. Patrick 2098)
Myrtaceae	Baeckea	sp. Murchison River		(M.E. Trudgen 12009)
Myrtaceae	Baeckea	sp. Nanga		(A.S. George 11346)
Fabaceae	Acacia	sp. narrow phyllode		(B.R. Maslin 7831)
Scrophulariaceae	Stemodia	sp. Onslow		(A.A. Mitchell 76/148)
Cupressaceae	Callitris	sp. paluma		
Malvaceae	Sida	sp. Pindar		(A. Mitchell 3585)
Malvaceae	Sida	sp. spiciform panicles (e. leyland s.n. 14/8/90)		
Myrtaceae	Beaufortia	sparsa		R. Br.
Santalaceae	Exocarpos	sparteus		R. Br.
Santalaceae	Exocarpos	sparteus		R.Br.
Ericaceae	Acrothamnus	spathaceus		(Pedley) Quinn
Myrtaceae	Agonis	spathulata		Schauer
Loranthaceae	Lysiana	spathulata	subsp. spathulata	(Blakely) Barlow
Myrtaceae	Melaleuca	spathulata		Schauer
Surianaceae	Stylobasium	spathulatum		Desf.
Rubiaceae	Anthospermum	spathulatum		Spreng.
Mimosaceae	Acacia	spathulifolia		Maslin
Proteaceae	Banksia	speciosa		R. Br.
Asteraceae	Euryops	speciosissimus		DC.
Myoporaceae	Eremophila	spectabilis	spectabilis	C.A. Gardner
Asteraceae	Pterocaulon	sphacelatum		(Labill.) F. Muell.
Asteraceae	Acamptopappus	sphaerocephalus		(A. Gray) A. Gray
Asteraceae	Acamptopappus	sphaerocephalus		(Harv. & A. Gray ex A. Gray) A. Gray
Poaceae	Pseudoroegneria	spicata		(Pursh) A. Love
Aizoaceae	Tetragonia	spicata		L.f.
Fabaceae	Aspalathus	spicata		Thurb.
Mimosaceae	Dichrostachys	spicata		(F. Muell.) Domin
Fabaceae	Lebeckia	spinescens		Harv.
Goodeniaceae	Scaevola	spinescens		R. Br.
Fabaceae	Aspalathus	spinescens	lepida	(E. Mey.) Dahlgren
Goodeniaceae	Scaevola	spinescens		R. Baker
Chenopodiaceae	Rhagodia	spinescens		R.Br.
Goodeniaceae	Scaevola	spinescens		R.Br.
Chenopodiaceae	Atriplex	spinifera		J.F. Macbr.
Pittosporaceae	Bursaria	spinosa	subsp. spinosa	Cav.
Fabaceae	Aspalathus	spinosa	glauca	L.
Asteraceae	Didelta	spinosa		(L.f.) Aiton
Poaceae	Cladoraphis	spinosa		(L.f.) S.M. Phillips
Fabaceae	Aspalathus	spinosa	glauca	(Eckl. & Zeyh.) R. Dahlgren
Malvaceae	Sida	spinosa		L.
Polygalaceae	Muraltia	spinosa		(L.) E. Forest & J.C. Manning
Asteraceae	Didelta	spinosa		(L.f.) Ait.
Papilionaceae	Jacksonia	spinosa		(Labill.) R. Br.
Casuarinaceae	Allocasuarina	spinosissima		(C.A. Gardner) L.A.S. Johnson
Asteraceae	Xanthium	spinosum		L.
Papilionaceae	Gastrolobium	spinosum		Benth.
Malvaceae	Sida	spinosus		L.
Asteraceae	Erigeron	spinosus		(Lindl.) DC.
Fabaceae-Mimosaceae	Acacia	spirorbis	subsp. solandri	(Benth.) Pedley
Fabaceae	Acacia	spirorbis		Labill.
Fabaceae	Acacia	spirorbis	subsp. solandri	(Benth.) Pedley
Lamiaceae	Newcastelia	spodiotricha		F.Muell.
Fabaceae	Acacia	spondylophylla		F.Muell.
Myrtaceae	Beaufortia	sprengelioides		(DC.) Craven
Myoporaceae	Eremophila	spuria		Chinnock ms
Myrtaceae	Melaleuca	squarrosa		Donn ex Sm.
Proteaceae	Banksia	squarrosa	squarrosa	(R. Br.) A.R. Mast & K.R. Thiele
Thymelaeaceae	Gnidia	squarrosa		(L.) Druce
Bignoniaceae	Tecoma	stans		(L.) Kunth
Fabaceae	Acacia	stellaticeps		Kodela, Tindale & D.A. Keith
Mimosaceae	Acacia	stellaticeps		Kodela, Tindale & D.A. Keith
Proteaceae	Grevillea	stenobotrya		F.Muell
Proteaceae	Grevillea	stenobotrya		F.Muell.
Proteaceae	Grevillea	stenobotrya		F. Muell.
Papilionaceae	Swainsona	stenodonta		F.Muell.
Asteraceae	Tetradymia	stenolepis		Greene
Asteraceae	Tetradymia	stenolepis		E. Greene
Proteaceae	Hakea	stenophylla	subsp. notialis	R.M. Barker
Myrtaceae	Melaleuca	stenostachya		S.T. Blake
Goodeniaceae	Goodenia	stephensonii		F.Muell.
Myrtaceae	Melaleuca	stereophloia		Craven
Papilionaceae	Jacksonia	sternbergiana		Hueg.
Asteraceae	Leucochrysum	stipitatum		(F. Muell.) Paul G. Wilson
Restionaceae	Elegia	stipularis		Mast, (young plant)
Fabaceae	Lotus	stipularis		(Benth.) Greene
Goodeniaceae	Goodenia	stobbsiana		F.Muell.
Proteaceae	Conospermum	stoechadis		Endl.
Proteaceae	Conospermum	stoechadis	subsp. stoechadis	Endl.
Proteaceae	Conospermum	stoechadis	sclerophyllum	(Lindl.) Benth.
Droseraceae	Drosera	stolonifera		Endl.
Myrtaceae	Enekbatus	stowardii		Trudgen & Rye
Fabaceae	Acacia	stowardii		Maiden
Caesalpiniaceae	Senna	stowardii ?		(S. Moore) B.R. Randell
Lamiaceae	Prostanthera	striatiflora		F.Muell.
Caesalpiniaceae	Senna	stricta		(Randell) Randell
Aizoaceae	Ruschia	stricta		L.Bolus
Myrtaceae	Calytrix	strigosa		A. Cunn.
Goodeniaceae	Coopernookia	strophiolata		(F. Muell.) Carolin
Asteraceae	Polycalymma	stuartii		F. Muell. & Sond.
Asteraceae	Polycalymma	stuartii		F. Muell. & Sonder
Myoporaceae	Eremophila	stuartii		R. Br.
Solanaceae	Solanum	sturtianum		F.Muell.
Myoporaceae	Eremophila	sturtii		R. Br.
Malvaceae	Hibiscus	sturtii		Hook.
Myoporaceae	Eremophila	sturtii		
Myoporaceae	Eremophila	sturtii		R.Br.
Euphorbiaceae	Ricinocarpos	stylosus		Diels
Lamiaceae	Hyptis	suaveolens		(L.) Poit.
Combretaceae	Terminalia	subacroptera		Domin
Myrtaceae	Eucalyptus	subcrenulata		Maiden & Blakely
Fagaceae	Quercus	suber		L.
Chenopodiaceae	Atriplex	suberecta		I. Verd.
Scrophulariaceae	Castilleja	subinclusa	var. subinclusa	Greene
Caprifoliaceae	Lonicera	subspicata		H. & A.
Caprifoliaceae	Lonicera	subspicata	var. denudata	Rehder
Mimosaceae	Acacia	subtessarogona		Tindale & Maslin
Asteraceae	Senecio	subulatus	var. subulatus	
Dilleniaceae	Hibbertia	subvaginata		(Steud.) F. Muell.
Asteraceae	Oncosiphon	suffruticosum		(L.) Kallersjo
Asteraceae	Oncosiphon	suffruticosum		(L.) Källersjö
Asteraceae	Vittadinia	sulcata		N.T. Burb.
Euphorbiaceae	Beyeria	sulcata	var. sulcata	(Airy Shaw) Halford & R.J.F.Hend.
Papilionaceae	Tephrosia	supina		Domin
Euphorbiaceae	Mallotus	surculosus		P.I. Forst.
Fagaceae	Fagus	sylvatica		L.
Thymelaeaceae	Pimelea	sylvestris		R. Br.
Pinaceae	Pinus	sylvestris		L.
Mimosaceae	Acacia	synchronicia		Maslin
Myrtaceae	Melaleuca	systena		
Myrtaceae	Melaleuca	systena		Craven
Chloanthaceae	Pityrodia	teckiana		(F. Muell.) E. Pritz.
Restionaceae	Leptocarpus	tenax		(Labill.) R. Br.
Asteraceae	Leysera	tenella		DC.
Poaceae	Eragrostis	tenellula		(Kunth) Steud.
Scrophulariaceae	Castilleja	tenuiflora		Benth.
Fabaceae	Pultenaea	tenuifolia		R. Br. ex Sims
Pittosporaceae	Bursaria	tenuifolia		F.M. Bailey
Fabaceae	Pultenaea	tenuifolia		R.Br. ex Sims
Myrtaceae	Myoporum	tenuifolium		G. Forst.
Solanaceae	Lycium	tenuispinosum	var. tenuispinosum	
Asteraceae	Euryops	tenuissimus		(L.) DC.
Anacardiaceae	Schinus	terebinthifolius		Raddi
Proteaceae	Grevillea	teretifolia		Meisn.
Polygalacea		teretifolia		DC.
Proteaceae	Hakea	teretifolia	subsp. hirsuta	(Endl.) R.M. Barker
Proteaceae	Conospermum	teretifolium		R. Br.
Chloanthaceae	Pityrodia	terminalis		(Endl.) A.S. George
Fabaceae	Acacia	terminalis		(Salisb.) J.F. Macbr.
Myrtaceae	Eucalyptus	tetragona		(R.Br.) F.Muell.
Myrtaceae	Calytrix	tetragona		Labill.
Proteaceae	Grevillea	tetragonoloba		Meisn.
Mimosaceae	Acacia	tetragonophylla		F.Muell
Fabaceae	Acacia	tetragonophylla		F.Muell.
Mimosaceae	Acacia	tetragonophylla		F. Muell.
Fabaceae	Acacia	tetragonophylla		F. Muell.
Mimosaceae	Acacia	tetragonophylla		F.Muell.
Fabaceae	Acacia	tetragonophylla	interstans	F. Muell.
Fabaceae	Acacia	tetragonophylla		F.Muell
Myrtaceae	Melaleuca	teuthidoides		Barlow
Fabaceae-Faboideae	Jacksonia	thesioides		A. Cunn. ex Benth.
Rutaceae	Philotheca	thryptomenoides		(S.Moore) Paul G. Wilson
Myrtaceae	Homalocalyx	thryptomenoides		(F. Muell.) Craven
Acanthaceae	Anisacanthus	thurberi		(Torr.) Gray
Myrtaceae	Melaleuca	thymoides		Labill.
Restionaceae	Elegia	thyrsoidea		(Mast.) Pillans (male & female)
Myrtaceae	Syzygium	tierneyanum		(F. Muell.) T.G. Hartley & L.M. Perry
Malvaceae	Hibiscus	tiliaceus		L.
Rubiaceae	Timonius	timon		(Spreng.) Merr.
Fabaceae-Faboideae	Indigofera	tinctoria		L.
Boraginaceae	Ehretia	tinifolia		L.
Rhamnaceae	Rhamnus	tomentella	subsp. cuspidata	(Greene) J.O. Sawyer
Rutaceae	Philotheca	tomentella		(Diels) Paul G. Wilson
Goodeniaceae	Scaevola	tomentosa		Gaudich.
Chenopodiaceae	Enchylaena	tomentosa		R.Br.
Chenopodiaceae	Enchylaena	tomentosa	var. tomentosa	R.Br.
Amaranthaceae	Gomphrena	tomentosa	var. tomentosa	
Buddlejaceae	Buddleja	tomentosa		Standl.
Solanaceae	Solanum	tomentosum		L.
Ephedraceae	Ephedra	torreyana		S. Watson
Casuarinaceae	Allocasuarina	torulosa		(Aiton) L.A.S. Johnson
Mimosaceae	Acacia	trachycarpa		E.Pritz.
Fabaceae	Acacia	trachycarpa		E.Pritz.
Mimosaceae	Acacia	trachycarpa		E. Pritz.
Fabaceae	Acacia	trachycarpa		E. Pritz.
Asteraceae	Dimorphotheca	tragus		(Aiton) B. Nord.
Chenopodiaceae	Salsola	tragus	subsp. tragus	L.
Pteridaceae	Pteris	tremula		R.Br.
Asteraceae	Pteronia	tricephala		DC.
Hydrophyllaceae	Eriodictyon	trichocalyx		A. Heller
Papilionaceae	Mirbelia	trichocalyx		Domin
Boraginaceae	Lobostemon	trichotomus		(Thunb.) DC.
Chenopodiaceae	Sclerolaena	tricuspis		(F. Muell.) Ulbr.
Asteraceae	Artemisia	tridentata		Nutt.
Asteraceae	Artemisia	tridentata	ssp. parishii	(Gray) Hall & Clements
Zygophyllaceae	Larrea	tridentata		(DC.) Cov.
Rosaceae	Purshia	tridentata		(Pursh) DC.
Cyperaceae	Gahnia	trifida		Labill.
Fabaceae-Faboideae	Derris	trifoliata		Lour.
Malvaceae	Hermannia	trifurca		L.
Sterculiaceae	Hermannia	trifurca		L.
Proteaceae	Hakea	trifurcata		(Sm.) R.Br.
Asteraceae	Athanasia	trifurcata		(L.) L.
Proteaceae	Hakea	trifurcata		(Sm.) R. Br.
Boraginaceae	Lobostemum	trigonus		(Thunb.) H. Buek
Fabaceae	Adesmia	trijuga		Gillies ex Hook & Arn.
Malvaceae	Anisodontea	triloba		(Thunb.) Bates
Myrtaceae	Leptospermum	trinervium		(Sm.) Joy Thomps.
Proteaceae	Conospermum	triplinervium		R. Br.
Chenopodiaceae	Maireana	triptera		(Benth.) Paul G. Wilson
Thymelaeaceae	Passerina	truncata		
Thymelaeaceae	Passerina	truncata		(Meisn.) Bredenkamp & A.E. van Wyk
Myrtaceae	Calytrix	truncatifolia		Craven
Cupressaceae	Callitris	tuberculata		R. Br. ex R.T. Baker & H.G. Sm.
Euphorbiaceae	Ricinocarpos	tuberculatus		Muell.Arg.
Myrtaceae	Malleostemon	tuberculatus		(E. Pritz.) J.W. Green
Rutaceae	Phebalium	tuberculosum		(F. Muell.) Benth.
Solanaceae	Solanum	tuberosum		L.
Mimosaceae	Acacia	tumida	var. pilbarensis	F.Muell. ex Benth.
Aizoaceae	Ruschia	tumidula		(Haw.) Schwantes
Fabaceae	Acacia	tysonii		Luehm.
Sterculiaceae	Guazuma	ulmifolia		Lam.
Fabaceae-Mimosaceae	Acacia	umbellata		A. Cunn. ex Benth.
Fabaceae-Mimosaceae	Acacia	umbellata		Benth.
Leguminosae	Dendrolobium	umbellatum		(L.) Benth
Myrtaceae	Scholtzia	umbellifera		F.Muell.
Fabaceae	Acacia	umbraculiformis		Maslin & Buscumb
Capparaceae	Cleome	uncifera		Kers
Myrtaceae	Melaleuca	uncinata		R.Br.
Myrtaceae	Melaleuca	uncinata		R. Br.
Myrtaceae	Chamelaucium	uncinatum		Schauer
Myrtaceae	Baeckea	uncinella		Benth.
Anacardiaceae	Rhus	undulata		Jacq.
Myrtaceae	Melaleuca	undulata		Benth.
Anacardiaceae	Searsia	undulata		(Jacq.) T.S. Yi, A.J. Mill. & J. Wen
Pittosporaceae	Pittosporum	undulatum		Vent.
Onagraceae	Clarkia	unguiculata		Lindl.
Asteraceae	Oedera	uniflora		(L.f.) Anderb. & Bremer
Papilionaceae	Tephrosia aff.	uniovulata		F.Muell.
Myrtaceae	Thryptomene	urceolaris		F.Muell.
Myrtaceae	Melaleuca	urceolaris		Benth.
Myrtaceae	Eucalyptus	urna		Nicolle
Lamiaceae	Agastache	urticifolia		(Benth.) Ktze.
Euphorbiaceae	Adriana	urticoides	var. urticoides	(A. Cunn.) Guymer
Myrtaceae	Eucalyptus	utilis		Brooker & Hopper
Mesembryanthemaceae	Ruschia	vaginata		(Haw.) Schwantes
Myrtaceae	Calytrix	variabilis		Lindl.
Euphorbiaceae	Codiaeum	variegatum	var. moluccanum	(Decne.) Mull. Arg.
Euphorbiaceae	Codiaeum	variegatum		(L.) A. Juss.
Garryaceae	Garrya	veatchii		Kellogg
Epacridaceae	Styphelia	veillonii		Virot
Malvaceae	Keraudrenia	veluntia	velutina	Steetz
Sterculiaceae	Keraudrenia	velutina	subsp. elliptica	C.F. Wilkins
Solanaceae	Nicotiana	velutina		H.-M. Wheeler
Oleaceae	Fraxinus	velutina		Torr.
Euphorbiaceae	Ricinocarpos	velutinus		F.Muell.
Euphorbiaceae	Ricinocarpos	velutinus		F.Muell
Chenopodiaceae	Suaeda	vera		Forssk. ex J.F. Gmel.
Fabaceae	Acacia	verniciflua		A. Cunn.
Myrtaceae	Pileanthus	vernicosus		F.Muell.
Myrtaceae	Pileanthus	vernicosus		F.Muell
Myrtaceae	Pileanthus	vernicosus		F. Muell.
Restionaceae	Elegia	verreauxii		Mast, (young plant)
Cupressaceae	Callitris	verrucosa		(A. Cunn. ex Endl.) F. Muell.
Cupressaceae	Callitris	verrucosa		(Endl.) F. Muell.
Fabaceae	Acacia	verticillata	subsp. verticillata	(L''Her.) Willd.
Fabaceae	Acacia	verticillata	var. verticillata	(L''Her.) Willd.
Fabaceae	Acacia	verticillata	subsp. ovoidea	(Benth.) Court
Chenopodiaceae	Atriplex	vesicaria		Benth.
Chenopodiaceae	Atriplex	vestita		(Thunb.) Aellen
Amaranthaceae	Atriplex	vestita		(Thunb.) Aell.
Myrtaceae	Darwinia	vestita		(Endl.) Benth.
Rhamnaceae	Spyridium	vexilliferum		(Hook.) Reissek
Fabaceae	Acacia	victoriae		Benth.
Chenopodiaceae	Maireana	villosa		(Lindl.) Paul G. Wilson
Viscaceae	Phoradendron	villosum		(Nutt.) Nutt.
Asclepiadaceae	Sarcostemma	viminale	australe	(R. Br.) P.I. Forst
Asclepiadaceae	Sarcostemma	viminale	subsp. australe	R.Br.
Myrtaceae	Eucalyptus	viminalis	cygentensis	Labill.
Myrtaceae	Eucalyptus	viminalis	cygentensis	
Anacardiaceae	Rhus	viminalis		Aiton
Myrtaceae	Melaleuca	viminea		Lindl.
Myrtaceae	Melaleuca	vinnula		Craven & Lepschi
Moraceae	Ficus	virgata	var. virgata	Reinw. ex Blume
Restionaceae	Cannomois	virgata		(Rottb.) Steud. (male)
Malvaceae	Pseudabutilon	virgatum		(Cav.) Fryxell
Rosaceae	Prunus	virginiana	var. demissa	(Nutt.) Torr.
Poaceae	Sporobolus	virginicus		(L.) Kunth
Ericaceae	Erica	viridescens		Lodd.
Myrtaceae	Melaleuca	viridiflora		
Ephedraceae	Ephedra	viridis		Cov.
Chloanthaceae	Newcastelia	viscida		E.Pritz.
Ericaceae	Arctostaphylos	viscida		Parry
Asteraceae	Chrysothamnus	viscidiflorus		(Hook.) Nutt.
Asteraceae	Olearia	viscidula		(F. Muell.) Benth.
Asteraceae	Ixiolaena	viscosa		Benth.
Compositae	Dittrichia	viscosa		(L.) Greuter
Sapindaceae	Dodonaea	viscosa	var. angustifolia	Jacq.
Fabaceae-Faboideae	Stylosanthes	viscosa		(L.) Sw.
Asteraceae	Dittrichia	viscosa		(L.) Greuter
Boraginaceae	Halgania	viscosa		S. Moore
Cleomaceae	Cleome	viscosa		L.
Sapindaceae	Dodonaea	viscosa		
Sapindaceae	Dodonaea	viscosa		Jacq.
Sapindaceae	Dodonaea	viscosa	angustissima	Jacq.
Sapindaceae	Dodonaea	viscosa	subsp. spatulata	(Sm.) J.G. West
Sapindaceae	Dodonaea	viscosa	subsp. angustissima	(DC.) J.G.West
Sapindaceae	Dodonaea	viscosa	angustissima	(DC.) J.G. West
Sapindaceae	Dodonaea	viscosa	angustissima	(DC.) J.G.West
Scrophulariaceae	Stemodia	viscosa		Roxb.
Sapindaceae	Dodonaea	viscosa	subsp. mucronata	J.G. West
Geraniaceae	Geranium	viscosissimum		Fisch. & C.A. Mey. ex C.A. Mey.
Ranunculaceae	Clematis	vitalba		L.
Loranthaceae	Dendrophthoe	vitellina		(F. Muell.) Tieghem
Lamiaceae	Marrubium	vulgare		L.
Thymelaeaceae	Passerina	vulgaris		Thoday
Tiliaceae	Corchorus	walcottii		F.Muell.
Solanaceae	Anthotroche	walcottii		F. Muell.
Papilionaceae	Bossiaea	walkeri		F.Muell.
Fabaceae	Lysiloma	watsonii		Rose
Proteaceae	Grevillea	wickhamii	macrodonta	Makinson
Fabaceae-Mimosaceae	Acacia	wickhamii	subsp. cassitera	(Pedley) Tindale & Kodela
Proteaceae	Grevillea	wickhamii		Meisn.
Fabaceae	Acacia	wilhelmiana		F.Muell.
Myrtaceae	Melaleuca	wilsonii		F. Muell.
Myrtaceae	Melaleuca	wilsonii		F.Muell.
Fagaceae	Quercus	wislizeni		A. DC.
Fagaceae	Quercus	wislizeni	var. frutescens	Engelm.
Fagaceae	Quercus	wislizenii	X Quercus kelloggii	Newb.
Proteaceae	Grevillea	wittweri		McGill.
Asteraceae	Solidago	wrightii		Gray
Garryaceae	Garrya	wrightii		Torr.
Buddlejaceae	Buddleja	wrightii		Rob.
Proteaceae	Conospermum	wycherleyi	subsp. wycherleyi	E.M.Benn.
Proteaceae	Conospermum	wycherleyi	glabrum	E.M. Benn.
Fagaceae	Quercus	X acutidens		Torr.
Fagaceae	Quercus	X alvordiana		Eastwood
Salicaceae	Salix	x pendulina		Wenderoth
Ericaceae	Arbutus	xalapensis		Kunth
Asteraceae	Olearia	xerophila		(F. Muell.) Benth.
Mimosaceae	Acacia	xiphophylla		E.Pritz.
Fabaceae	Acacia	xiphophylla		E. Pritz.
Acanthaceae	Justicia	xylosteoides		Griseb.
Myrtaceae	Corymbia	zygophylla		(Blakely) K.D. Hill & L.A.S. Johnson
